id_anssi,titre,description,date_publication,lien,type_bulletin,liste_cves
CERTFR-2026-AVI-0735,Multiples vulnérabilités dans MongoDB (11 juin 2026),De multiples vulnérabilités ont été découvertes dans MongoDB. Elles permettent à un attaquant de provoquer un déni de service à distance et une atteinte à la confidentialité des données.,"Thu, 11 Jun 2026 00:00:00 +0000",https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0735/,Avis,"['CVE-2026-9752', 'CVE-2026-9743', 'CVE-2026-9746', 'CVE-2026-9740', 'CVE-2026-9751', 'CVE-2026-9754', 'CVE-2026-9747', 'CVE-2026-9749', 'CVE-2026-9741', 'CVE-2026-9753', 'CVE-2026-9748', 'CVE-2026-9735', 'CVE-2026-9742', 'CVE-2026-9750']"
CERTFR-2026-AVI-0736,Multiples vulnérabilités dans les produits Splunk (11 juin 2026),"De multiples vulnérabilités ont été découvertes dans les produits Splunk. Certaines d'entre elles permettent à un attaquant de provoquer une exécution de code arbitraire à distance, une atteinte à la confidentialité des données et une falsification de requêtes côté serveur (SSRF).","Thu, 11 Jun 2026 00:00:00 +0000",https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0736/,Avis,"['CVE-2026-20251', 'CVE-2026-20257', 'CVE-2025-12818', 'CVE-2026-4147', 'CVE-2026-27448', 'CVE-2026-20260', 'CVE-2025-47914', 'CVE-2026-20252', 'CVE-2026-2005', 'CVE-2025-61726', 'CVE-2025-61731', 'CVE-2026-2004', 'CVE-2025-68146', 'CVE-2026-34480', 'CVE-2026-20254', 'CVE-2026-1229', 'CVE-2026-23490', 'CVE-2026-22701', 'CVE-2026-4358', 'CVE-2025-61732', 'CVE-2026-34477', 'CVE-2026-24049', 'CVE-2025-68161', 'CVE-2026-20256', 'CVE-2026-25679', 'CVE-2026-4148', 'CVE-2026-1703', 'CVE-2025-12817', 'CVE-2026-34516', 'CVE-2025-68121', 'CVE-2026-24051', 'CVE-2025-58181', 'CVE-2025-47913', 'CVE-2026-20253', 'CVE-2026-2003', 'CVE-2026-20258', 'CVE-2026-34520', 'CVE-2025-8869', 'CVE-2026-27142', 'CVE-2026-20255', 'CVE-2026-2006', 'CVE-2026-27459', 'CVE-2026-20259']"
CERTFR-2026-AVI-0737,Multiples vulnérabilités dans les produits Microsoft (11 juin 2026),De multiples vulnérabilités ont été découvertes dans les produits Microsoft. Elles permettent à un attaquant de provoquer un problème de sécurité non spécifié par l'éditeur.,"Thu, 11 Jun 2026 00:00:00 +0000",https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0737/,Avis,"['CVE-2026-42013', 'CVE-2026-10879', 'CVE-2026-5260', 'CVE-2026-42015', 'CVE-2026-50257', 'CVE-2026-5419', 'CVE-2026-50258', 'CVE-2026-43958', 'CVE-2026-50256', 'CVE-2026-50259', 'CVE-2026-42012', 'CVE-2026-50260', 'CVE-2026-8829', 'CVE-2026-11332', 'CVE-2026-50263', 'CVE-2026-50262', 'CVE-2026-50261']"
CERTFR-2026-AVI-0738,Vulnérabilité dans Traefik (11 juin 2026),Une vulnérabilité a été découverte dans Traefik. Elle permet à un attaquant de provoquer un contournement de la politique de sécurité.,"Thu, 11 Jun 2026 00:00:00 +0000",https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0738/,Avis,[]
CERTFR-2026-AVI-0739,Multiples vulnérabilités dans les produits Spring (11 juin 2026),"De multiples vulnérabilités ont été découvertes dans les produits Spring. Certaines d'entre elles permettent à un attaquant de provoquer une exécution de code arbitraire à distance, une atteinte à la confidentialité des données et une falsification de requêtes côté serveur (SSRF).","Thu, 11 Jun 2026 00:00:00 +0000",https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0739/,Avis,"['CVE-2026-40994', 'CVE-2026-40995', 'CVE-2026-41000', 'CVE-2026-40997', 'CVE-2026-40992', 'CVE-2026-41862', 'CVE-2026-40985', 'CVE-2026-40999', 'CVE-2026-40998', 'CVE-2026-40996', 'CVE-2026-40987', 'CVE-2026-40986']"
CERTFR-2026-AVI-0732,Vulnérabilité dans LibreNMS (11 juin 2026),Une vulnérabilité a été découverte dans LibreNMS. Elle permet à un attaquant de provoquer une exécution de code arbitraire à distance.,"Thu, 11 Jun 2026 00:00:00 +0000",https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0732/,Avis,[]
CERTFR-2026-AVI-0740,Multiples vulnérabilités dans Google Chrome (12 juin 2026),De multiples vulnérabilités ont été découvertes dans Google Chrome. Elles permettent à un attaquant de provoquer un problème de sécurité non spécifié par l'éditeur.,"Fri, 12 Jun 2026 00:00:00 +0000",https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0740/,Avis,"['CVE-2026-12019', 'CVE-2026-12023', 'CVE-2026-12033', 'CVE-2026-12016', 'CVE-2026-12008', 'CVE-2026-12013', 'CVE-2026-12024', 'CVE-2026-12007', 'CVE-2026-12017', 'CVE-2026-12012', 'CVE-2026-12035', 'CVE-2026-12020', 'CVE-2026-12026', 'CVE-2026-12032', 'CVE-2026-12029', 'CVE-2026-12025', 'CVE-2026-12015', 'CVE-2026-12027', 'CVE-2026-12034', 'CVE-2026-12022', 'CVE-2026-12014', 'CVE-2026-12009', 'CVE-2026-12018', 'CVE-2026-12010', 'CVE-2026-12030', 'CVE-2026-12011', 'CVE-2026-12031', 'CVE-2026-12028']"
CERTFR-2026-AVI-0741,Vulnérabilité dans MongoDB (12 juin 2026),Une vulnérabilité a été découverte dans les produits MongoDB. Elle permet à un attaquant de provoquer un problème de sécurité non spécifié par l'éditeur.,"Fri, 12 Jun 2026 00:00:00 +0000",https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0741/,Avis,[]
CERTFR-2026-AVI-0742,Multiples vulnérabilités dans les produits NetApp (12 juin 2026),"De multiples vulnérabilités ont été découvertes dans les produits NetApp. Elles permettent à un attaquant de provoquer un déni de service à distance, une atteinte à la confidentialité des données et une atteinte à l'intégrité des données.","Fri, 12 Jun 2026 00:00:00 +0000",https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0742/,Avis,"['CVE-2025-22870', 'CVE-2024-12905', 'CVE-2025-47907', 'CVE-2023-24531']"
CERTFR-2026-AVI-0743,Vulnérabilité dans les produits Moxa (12 juin 2026),Une vulnérabilité a été découverte dans les produits Moxa. Elle permet à un attaquant de provoquer une atteinte à la confidentialité des données.,"Fri, 12 Jun 2026 00:00:00 +0000",https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0743/,Avis,['CVE-2026-9266']
CERTFR-2026-AVI-0744,Multiples vulnérabilités dans les produits Spring (12 juin 2026),De multiples vulnérabilités ont été découvertes dans les produits Spring. Elles permettent à un attaquant de provoquer un déni de service à distance et un problème de sécurité non spécifié par l'éditeur.,"Fri, 12 Jun 2026 00:00:00 +0000",https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0744/,Avis,"['CVE-2026-41708', 'CVE-2026-47825']"
CERTFR-2026-AVI-0745,Multiples vulnérabilités dans le noyau Linux de SUSE (12 juin 2026),"De multiples vulnérabilités ont été découvertes dans le noyau Linux de SUSE. Certaines d'entre elles permettent à un attaquant de provoquer une exécution de code arbitraire, une atteinte à la confidentialité des données et une atteinte à l'intégrité des données.","Fri, 12 Jun 2026 00:00:00 +0000",https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0745/,Avis,"['CVE-2026-23444', 'CVE-2026-31516', 'CVE-2026-43341', 'CVE-2026-43037', 'CVE-2026-31614', 'CVE-2026-31575', 'CVE-2026-46043', 'CVE-2026-31493', 'CVE-2026-43503', 'CVE-2026-43501', 'CVE-2026-45843', 'CVE-2026-23271', 'CVE-2026-46004', 'CVE-2026-31464', 'CVE-2026-31685', 'CVE-2026-31613', 'CVE-2026-46114', 'CVE-2026-43414', 'CVE-2026-43234', 'CVE-2026-43252', 'CVE-2026-46110', 'CVE-2026-31521', 'CVE-2026-31629', 'CVE-2026-46300', 'CVE-2026-46243', 'CVE-2026-43328', 'CVE-2026-31402', 'CVE-2026-46113', 'CVE-2023-20585', 'CVE-2026-45970', 'CVE-2026-43338', 'CVE-2026-43013', 'CVE-2026-43112', 'CVE-2026-31607', 'CVE-2026-43499', 'CVE-2026-23243', 'CVE-2026-31729', 'CVE-2026-31406', 'CVE-2026-45852', 'CVE-2026-23437', 'CVE-2026-31483', 'CVE-2026-31480', 'CVE-2026-46021', 'CVE-2026-43359', 'CVE-2026-43325', 'CVE-2026-3150', 'CVE-2026-45910', 'CVE-2026-23359', 'CVE-2026-43362', 'CVE-2026-23274', 'CVE-2026-31405', 'CVE-2026-43054', 'CVE-2026-43206', 'CVE-2026-43284', 'CVE-2026-23317', 'CVE-2026-31568', 'CVE-2026-31736', 'CVE-2026-43009', 'CVE-2026-43190', 'CVE-2026-43333', 'CVE-2026-23380', 'CVE-2026-43360', 'CVE-2026-43437', 'CVE-2026-31473', 'CVE-2026-43126', 'CVE-2026-31758', 'CVE-2026-43012', 'CVE-2025-54518', 'CVE-2026-46333', 'CVE-2026-43361']"
CERTFR-2026-AVI-0746,Multiples vulnérabilités dans le noyau Linux d'Ubuntu (12 juin 2026),"De multiples vulnérabilités ont été découvertes dans le noyau Linux d'Ubuntu. Certaines d'entre elles permettent à un attaquant de provoquer une exécution de code arbitraire, une élévation de privilèges et une atteinte à la confidentialité des données.","Fri, 12 Jun 2026 00:00:00 +0000",https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0746/,Avis,"['CVE-2026-23148', 'CVE-2026-23182', 'CVE-2026-23168', 'CVE-2026-23076', 'CVE-2026-23005', 'CVE-2025-71193', 'CVE-2026-47326', 'CVE-2026-23102', 'CVE-2026-23087', 'CVE-2026-23097', 'CVE-2025-71222', 'CVE-2026-22992', 'CVE-2025-71189', 'CVE-2026-23120', 'CVE-2026-23125', 'CVE-2026-23058', 'CVE-2026-23091', 'CVE-2026-23105', 'CVE-2026-23030', 'CVE-2026-43078', 'CVE-2026-23213', 'CVE-2024-50060', 'CVE-2026-23129', 'CVE-2026-46300', 'CVE-2026-23011', 'CVE-2026-23031', 'CVE-2025-71185', 'CVE-2026-23136', 'CVE-2026-23139', 'CVE-2025-71200', 'CVE-2026-23107', 'CVE-2026-23053', 'CVE-2026-23101', 'CVE-2026-23068', 'CVE-2026-23035', 'CVE-2026-23086', 'CVE-2024-50004', 'CVE-2026-23172', 'CVE-2026-23084', 'CVE-2026-22996', 'CVE-2026-23135', 'CVE-2026-23193', 'CVE-2026-23257', 'CVE-2025-68749', 'CVE-2026-23124', 'CVE-2026-23274', 'CVE-2026-22980', 'CVE-2026-23080', 'CVE-2026-31533', 'CVE-2026-22977', 'CVE-2025-40082', 'CVE-2026-23050', 'CVE-2026-22999', 'CVE-2026-31504', 'CVE-2025-68358', 'CVE-2025-71180', 'CVE-2026-23202', 'CVE-2025-40039', 'CVE-2026-23019', 'CVE-2026-47329', 'CVE-2026-23090', 'CVE-2026-46333', 'CVE-2026-23062', 'CVE-2026-23198', 'CVE-2025-71188', 'CVE-2025-71160', 'CVE-2026-23126', 'CVE-2026-23173', 'CVE-2026-43503', 'CVE-2025-71182', 'CVE-2026-23021', 'CVE-2026-43077', 'CVE-2026-22979', 'CVE-2025-38591', 'CVE-2024-35862', 'CVE-2025-71195', 'CVE-2026-23256', 'CVE-2026-47330', 'CVE-2026-23180', 'CVE-2026-47335', 'CVE-2026-31419', 'CVE-2026-23047', 'CVE-2026-22976', 'CVE-2026-23150', 'CVE-2026-23212', 'CVE-2026-22997', 'CVE-2025-68351', 'CVE-2026-23078', 'CVE-2026-23096', 'CVE-2026-23003', 'CVE-2026-22990', 'CVE-2026-23159', 'CVE-2026-47337', 'CVE-2026-23112', 'CVE-2025-71194', 'CVE-2025-71163', 'CVE-2026-47331', 'CVE-2026-43494', 'CVE-2026-23037', 'CVE-2026-23216', 'CVE-2026-23020', 'CVE-2026-23215', 'CVE-2026-23110', 'CVE-2026-23038', 'CVE-2026-23144', 'CVE-2026-23133', 'CVE-2025-71220', 'CVE-2026-23131', 'CVE-2026-23049', 'CVE-2026-23214', 'CVE-2026-23164', 'CVE-2026-23160', 'CVE-2026-23119', 'CVE-2026-23121', 'CVE-2025-71190', 'CVE-2026-23089', 'CVE-2025-71162', 'CVE-2026-23145', 'CVE-2026-22998', 'CVE-2026-22982', 'CVE-2026-43033', 'CVE-2026-23156', 'CVE-2025-71198', 'CVE-2026-23064', 'CVE-2026-23206', 'CVE-2024-50304', 'CVE-2026-23108', 'CVE-2025-37926', 'CVE-2026-31676', 'CVE-2026-23116', 'CVE-2026-23073', 'CVE-2026-45998', 'CVE-2026-23146', 'CVE-2026-43500', 'CVE-2026-47333', 'CVE-2025-71199', 'CVE-2026-23142', 'CVE-2025-71225', 'CVE-2026-23103', 'CVE-2026-23065', 'CVE-2026-23166', 'CVE-2026-23264', 'CVE-2025-38201', 'CVE-2025-71196', 'CVE-2026-47334', 'CVE-2025-71186', 'CVE-2026-23025', 'CVE-2026-23033', 'CVE-2025-68823', 'CVE-2026-23394', 'CVE-2026-23191', 'CVE-2026-23069', 'CVE-2026-23187', 'CVE-2026-23123', 'CVE-2025-68365', 'CVE-2026-23057', 'CVE-2025-71268', 'CVE-2026-23140', 'CVE-2026-46447', 'CVE-2026-23351', 'CVE-2026-22978', 'CVE-2026-23095', 'CVE-2026-23000', 'CVE-2026-23204', 'CVE-2026-23167', 'CVE-2026-22984', 'CVE-2026-23010', 'CVE-2026-23170', 'CVE-2026-23200', 'CVE-2026-23071', 'CVE-2026-23113', 'CVE-2026-23059', 'CVE-2026-23054', 'CVE-2026-23056', 'CVE-2026-23261', 'CVE-2026-46000', 'CVE-2026-23061', 'CVE-2025-68803', 'CVE-2026-23093', 'CVE-2026-23006', 'CVE-2026-23176', 'CVE-2026-23178', 'CVE-2026-23179', 'CVE-2026-46028', 'CVE-2025-71197', 'CVE-2026-47327', 'CVE-2025-71184', 'CVE-2025-71183', 'CVE-2026-23190', 'CVE-2026-31431', 'CVE-2026-23262', 'CVE-2026-23128', 'CVE-2026-44917', 'CVE-2026-23098', 'CVE-2025-71191', 'CVE-2026-23001', 'CVE-2026-22994', 'CVE-2024-58097', 'CVE-2026-23099', 'CVE-2026-23094', 'CVE-2026-23032', 'CVE-2024-58096', 'CVE-2025-71224', 'CVE-2026-47328', 'CVE-2026-22991', 'CVE-2025-71192', 'CVE-2026-23151', 'CVE-2026-47336', 'CVE-2026-23075', 'CVE-2026-43284', 'CVE-2026-23085', 'CVE-2026-23209', 'CVE-2025-40149', 'CVE-2026-23026', 'CVE-2026-23205', 'CVE-2026-23258', 'CVE-2026-23083', 'CVE-2026-23088', 'CVE-2026-23254', 'CVE-2026-23163', 'CVE-2026-23260', 'CVE-2025-68725', 'CVE-2026-47332', 'CVE-2026-48681', 'CVE-2026-23063', 'CVE-2026-23141']"
CERTFR-2026-AVI-0747,Multiples vulnérabilités dans le noyau Linux de Red Hat (12 juin 2026),"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Red Hat. Certaines d'entre elles permettent à un attaquant de provoquer une exécution de code arbitraire à distance, une élévation de privilèges et un déni de service à distance.","Fri, 12 Jun 2026 00:00:00 +0000",https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0747/,Avis,"['CVE-2026-43037', 'CVE-2026-31467', 'CVE-2026-43501', 'CVE-2025-71116', 'CVE-2026-31685', 'CVE-2026-31613', 'CVE-2026-23392', 'CVE-2026-43038', 'CVE-2025-40135', 'CVE-2026-43116', 'CVE-2026-31508', 'CVE-2026-46181', 'CVE-2026-31419', 'CVE-2026-23455', 'CVE-2025-40170', 'CVE-2026-43110', 'CVE-2026-31607', 'CVE-2026-22990', 'CVE-2026-31581', 'CVE-2023-53781', 'CVE-2026-45852', 'CVE-2025-21858', 'CVE-2026-23216', 'CVE-2026-46054', 'CVE-2026-43056', 'CVE-2026-43190', 'CVE-2025-71089', 'CVE-2025-68366', 'CVE-2026-22984', 'CVE-2026-43125', 'CVE-2026-43163', 'CVE-2026-31532', 'CVE-2025-68724', 'CVE-2025-40158']"
CERTFR-2026-AVI-0748,Multiples vulnérabilités dans les produits IBM (12 juin 2026),"De multiples vulnérabilités ont été découvertes dans les produits IBM. Certaines d'entre elles permettent à un attaquant de provoquer une exécution de code arbitraire à distance, un déni de service à distance et une atteinte à la confidentialité des données.","Fri, 12 Jun 2026 00:00:00 +0000",https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0748/,Avis,"['CVE-2026-8644', 'CVE-2026-40971', 'CVE-2026-26996', 'CVE-2026-27904', 'CVE-2026-40974', 'CVE-2026-27903', 'CVE-2026-8620', 'CVE-2026-9311', 'CVE-2026-9330', 'CVE-2026-8633', 'CVE-2025-62718', 'CVE-2026-9319']"
CERTFR-2026-AVI-0749,Vulnérabilité dans Oracle PeopleSoft (12 juin 2026),Une vulnérabilité a été découverte dans Oracle PeopleSoft. Elle permet à un attaquant non authentifié de provoquer une exécution de code arbitraire à distance. Mandiant indique que la vulnérabilité CVE-2026-35273 est activement exploitée au moins depuis le 27 mai 2026.,"Fri, 12 Jun 2026 00:00:00 +0000",https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0749/,Avis,['CVE-2026-35273']
CERTFR-2026-AVI-0750,Vulnérabilité dans les produits HPE Aruba Networking (15 juin 2026),Une vulnérabilité a été découverte dans les produits HPE Aruba Networking. Elle permet à un attaquant de provoquer une exécution de code arbitraire à distance et un déni de service à distance.,"Mon, 15 Jun 2026 00:00:00 +0000",https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0750/,Avis,['CVE-2026-42945']
CERTFR-2026-AVI-0751,Vulnérabilité dans Spring AI (15 juin 2026),Une vulnérabilité a été découverte dans Spring AI. Elle permet à un attaquant de provoquer une injection SQL (SQLi) et un contournement de la politique de sécurité.,"Mon, 15 Jun 2026 00:00:00 +0000",https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0751/,Avis,['CVE-2026-47835']
CERTFR-2026-AVI-0752,Multiples vulnérabilités dans les produits Mattermost (15 juin 2026),De multiples vulnérabilités ont été découvertes dans les produits Mattermost. Elles permettent à un attaquant de provoquer un problème de sécurité non spécifié par l'éditeur.,"Mon, 15 Jun 2026 00:00:00 +0000",https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0752/,Avis,[]
CERTFR-2026-AVI-0753,Multiples vulnérabilités dans Microsoft Azure (15 juin 2026),De multiples vulnérabilités ont été découvertes dans Microsoft Azure. Elles permettent à un attaquant de provoquer un problème de sécurité non spécifié par l'éditeur.,"Mon, 15 Jun 2026 00:00:00 +0000",https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0753/,Avis,"['CVE-2026-47167', 'CVE-2026-40034', 'CVE-2026-46433', 'CVE-2026-7774', 'CVE-2026-49762', 'CVE-2026-52860', 'CVE-2026-52858', 'CVE-2026-10846', 'CVE-2026-47162', 'CVE-2026-11822', 'CVE-2026-11824', 'CVE-2026-52859']"
CERTFR-2023-ALE-007,[MàJ] Vulnérabilité dans Zimbra Collaboration Suite (17 juillet 2023),"\[Mise à jour du 26 juillet 2023\] Publication du correctif de sécurité par l'éditeur Le 26 juillet 2023, l'éditeur a publié un correctif de sécurité \[1\] pour cette vulnérabilité immatriculée CVE-2023-37580. Il est donc fortement recommandé de déployer le correctif P41 pour toutes les versions...","Mon, 17 Jul 2023 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2023-ALE-007/,Alerte,['CVE-2023-37580']
CERTFR-2023-ALE-008,[MàJ] Vulnérabilité dans Citrix NetScaler ADC et NetScaler Gateway (19 juillet 2023),"Le 18 juillet 2023, Citrix a publié un avis de sécurité concernant plusieurs vulnérabilités. La plus critique, dont l'identifiant CVE est CVE-2023-3519, permet à un attaquant non authentifié d'exécuter du code arbitraire à distance. L'équipement est vulnérable s'il est configuré en tant que...","Wed, 19 Jul 2023 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2023-ALE-008/,Alerte,['CVE-2023-3519']
CERTFR-2023-ALE-010,Multiples vulnérabilités dans Exim (02 octobre 2023),"Le 27 septembre 2023, Zero Day Initiative (ZDI) a publié six avis de sécurité \[1\] concernant des vulnérabilités de type zéro-jour affectant les versions antérieures à 4.96.1 ou 4.97 de l'agent de transfert de courriels (*Mail Transfer Agent* ou *MTA*) Exim. Le 1er octobre 2023, l'éditeur a...","Mon, 02 Oct 2023 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2023-ALE-010/,Alerte,"['CVE-2023-42114', 'CVE-2023-42117', 'CVE-2023-42115', 'CVE-2023-42116', 'CVE-2023-42119', 'CVE-2023-42118']"
CERTFR-2023-ALE-011,[MàJ] Multiples vulnérabilités dans Cisco IOS XE (17 octobre 2023),\[Mise à jour du 02 novembre 2023\] La version 17.3.8a est disponible. \[Mise à jour du 31 octobre 2023\] Les détails techniques de la vulnérabilité CVE-2023-20198 sont désormais disponibles publiquement. Cette vulnérabilité était déjà massivement exploitée. Tous les équipements exposant...,"Tue, 17 Oct 2023 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2023-ALE-011/,Alerte,"['CVE-2023-20273', 'CVE-2023-20198']"
CERTFR-2023-ALE-012,[MàJ] Vulnérabilité dans Citrix NetScaler ADC et NetScaler Gateway (23 octobre 2023),"\[Mise à jour du 22 novembre 2023\] L'éditeur a publié un document \[3\] le 20 novembre 2023 listant les différents journaux à analyser ainsi que les éléments à rechercher pour identifier une activité pouvant être liée à une compromission. Par ailleurs, la CISA a publié un avis de sécurité le 21...","Mon, 23 Oct 2023 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2023-ALE-012/,Alerte,['CVE-2023-4966']
CERTFR-2023-ALE-013,Vulnérabilité dans Apache Struts 2 (13 décembre 2023),"Le 4 décembre 2023, Apache a publié un avis de sécurité concernant la vulnérabilité critique CVE-2023-50164 concernant le cadriciel Struts 2. Cette vulnérabilité permet à un attaquant non authentifié de téléverser une porte dérobée sur un serveur vulnérable, et ainsi exécuter du code arbitraire à...","Wed, 13 Dec 2023 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2023-ALE-013/,Alerte,['CVE-2023-50164']
CERTFR-2024-ALE-001,[MàJ] Multiples vulnérabilités dans Ivanti Connect Secure et Policy Secure Gateways (11 janvier 2024),"[Mise à jour du 4 mars 2024] Ivanti a publié le 29 février des recommandations de résolution pour les Ivanti Connect Secure ou Policy Secure en machine virtuelle [16]. [Mise à jour du 15 février 2024] l'éditeur a publié le 15 février des correctifs pour les versions suivantes, qui n'en...","Thu, 11 Jan 2024 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-001/,Alerte,"['CVE-2024-22024', 'CVE-2023-46805', 'CVE-2024-21887', 'CVE-2024-21893', 'CVE-2024-21888']"
CERTFR-2024-ALE-002,[MàJ] Multiples Vulnérabilités dans GitLab (12 janvier 2024),"\[Mise à jour du 29 janvier 2024\] Le 25 janvier 2024, l'éditeur a publié un avis de sécurité concernant plusieurs vulnérabilités affectant GitLab CE et EE. La vulnérabilité CVE-2024-0402 est considérée critique avec un score CVSSv3 de 9,9. Elle permet à un attaquant authentifié d'écrire des...","Fri, 12 Jan 2024 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-002/,Alerte,"['CVE-2023-7028', 'CVE-2024-0402']"
CERTFR-2024-ALE-003,[MàJ] Incident affectant les solutions AnyDesk (05 février 2024),\[Mise à jour du 27 février 2024\] Le 29 janvier 2024 l'ANSSI a été alertée par le BSI que l'éditeur AnyDesk Software GmbH a été victime d'une fuite de données. Le code source des applications développées par l'éditeur ainsi que des certificats et clés privées pourraient avoir été dérobés. De...,"Mon, 05 Feb 2024 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-003/,Alerte,[]
CERTFR-2024-ALE-004,[MàJ] Vulnérabilité dans Fortinet FortiOS (09 février 2024),"\[Mise à jour du 19 mars 2024\] Le CERT-FR a connaissance de codes d'exploitation publics et de nouvelles tentatives d'exploitation. Le 8 février 2024, Fortinet a publié l'avis de sécurité concernant la vulnérabilité critique CVE-2024-21762 affectant le VPN SSL de FortiOS. Cette vulnérabilité...","Fri, 09 Feb 2024 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-004/,Alerte,['CVE-2024-21762']
CERTFR-2024-ALE-005,[MàJ] Vulnérabilité dans Microsoft Outlook (15 février 2024),\[Mise à jour du 15 mars 2024\] Ajout de précision concernant les défi-réponses NTLM \[Mise à jour du 22 février 2024\] Ajout de recommandations et de précisions sur le fonctionnement de la vulnérabilité. La vulnérabilité CVE-2024-21413 permet à un attaquant de contourner les mesures de sécurité...,"Thu, 15 Feb 2024 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-005/,Alerte,['CVE-2024-21413']
CERTFR-2024-ALE-006,[MàJ] Vulnérabilité dans Palo Alto Networks GlobalProtect (12 avril 2024),"\[Mise à jour du 10 mai 2024\] Le CERT-FR est intervenu pour le traitement d'une compromission par rançongiciel au sein d'une entité française. Dans le cadre de cette attaque, la vulnérabilité a été exploitée pour ensuite réaliser une latéralisation dans le système d'information de la victime et...","Fri, 12 Apr 2024 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-006/,Alerte,['CVE-2024-3400']
CERTFR-2024-ALE-007,Multiples vulnérabilités dans les produits Cisco (25 avril 2024),"Le 24 avril 2024, Cisco a publié trois avis de sécurité concernant des vulnérabilités affectant les équipements de sécurité ASA et FTD. Deux d'entre eux concernent les vulnérabilités CVE-2024-20353 et CVE-2024-20359 qui sont activement exploitées dans le cadre d'attaques ciblées. La vulnérabilité...","Thu, 25 Apr 2024 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-007/,Alerte,"['CVE-2024-20353', 'CVE-2024-20359']"
CERTFR-2024-ALE-008,[MàJ] Vulnérabilité dans les produits Check Point  (30 mai 2024),"[Mise à jour du 31 mai 2024] Des preuves de concept sont désormais disponibles publiquement sur Internet. De plus, l'éditeur indique avoir détecté des tentatives de compromission à partir du 7 avril 2024. **[Publication Initiale]** Une vulnérabilité a été découverte dans les produits Check Point....","Thu, 30 May 2024 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-008/,Alerte,['CVE-2024-24919']
CERTFR-2024-ALE-009,Vulnérabilité dans OpenSSH (01 juillet 2024),"Le 1 juillet 2024, OpenSSH a publié un avis de sécurité concernant la vulnérabilité critique CVE-2024-6387. Cette vulnérabilité permet à un attaquant non authentifié d'exécuter du code arbitraire à distance avec les privilèges *root*. L'éditeur précise que les versions 8.5p1 à 9.7p1 sont...","Mon, 01 Jul 2024 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-009/,Alerte,['CVE-2024-6387']
CERTFR-2024-ALE-010,Multiples vulnérabilités dans Roundcube (09 août 2024),"Le 4 août 2024, Roundcube a publié des correctifs concernant les vulnérabilités critiques CVE-2024-42008 et CVE-2024-42009 affectant son serveur de courriel. Ces vulnérabilités permettent des injections de code indirectes à distance (XSS) qui peuvent, par exemple, conduire à la récupération du...","Fri, 09 Aug 2024 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-010/,Alerte,"['CVE-2024-42009', 'CVE-2024-42008', 'CVE-2024-42010']"
